gene_name,logFC,P.Value,,,,
TSPY26P,0.583263279,0.199256447,,,,
H2BC9,-0.622153241,0.598563013,,,,
PPARD,0.286886788,0.067015617,,,,
ADTRP,-0.531453535,0.543713433,,,,
,-0.259612546,0.882508585,,,,
SASS6,0.57412768,0.183214682,,,,
NT5DC1,0.296163702,0.079392009,,,,
RILPL2,0.368598914,0.129449778,,,,
ZNF302,0.386804905,0.077351853,,,,
OR6C4,0.6027984,0.522495763,,,,
PIP5K1B,0.565538455,0.397503328,,,,
ZCCHC4,0.351303308,0.110881856,,,,
H3C6,-0.679589717,0.173400888,,,,
KLHL29,0.468080957,0.098155984,,,,
LEKR1,0.649760755,0.464921086,,,,
ACO2,0.222151048,0.056477393,,,,
CCDC172,0.298248941,0.859636475,,,,
CLIC6,-0.745919846,0.364682166,,,,
SLC16A6P1,-0.676447458,0.689831542,,,,
CD200,0.382364632,0.060357648,,,,
HCRTR2,0.231195413,0.855185127,,,,
RAET1E,-0.619676792,0.628639954,,,,
SGIP1,-0.661832938,0.131263643,,,,
FOXP2,-0.839246315,0.144592408,,,,
,0.94047532,0.37181101,,,,
CCDC181,-0.718579041,0.248646153,,,,
ACSM6,0.157943126,0.903995305,,,,
MRPL34,0.321475868,0.089803151,,,,
ZFP92,0.675848419,0.289082929,,,,
OR2AT4,0.608524252,0.236350036,,,,
,-1.021215427,0.339646265,,,,
FXYD1,-0.651811276,0.359562924,,,,
CD101,-0.467720478,0.25872186,,,,
TMLHE,-0.373369253,0.111232274,,,,
RIPOR2,0.501920091,0.118027157,,,,
MANEA,0.364051866,0.087761103,,,,
TBX1,0.410262177,0.647004472,,,,
HGFAC,0.168685396,0.882024148,,,,
SCARF1,-0.734087093,0.824675833,,,,
OR7E7P,-0.338139224,0.787497423,,,,
LAPTM5,-0.2335593,0.879964629,,,,
RPL7AP10,0.548592313,0.586347289,,,,
TSPAN7,-0.799029353,0.167415739,,,,
NCBP1,0.323680251,0.062687658,,,,
CFAP77,0.398303072,0.770680204,,,,
TLR10,-0.365535809,0.788889445,,,,
MRS2,0.361714877,0.067113853,,,,
PAX5,-0.105477986,0.925719319,,,,
TGFBR3L,0.650812302,0.192598985,,,,
ZNF622,0.257397454,0.065935534,,,,
DACH1,-0.510106323,0.19904954,,,,
FSD1L,-0.717197325,0.118678641,,,,
,-0.159849859,0.892907823,,,,
USH1G,-0.642643933,0.592861563,,,,
CYSLTR2,-0.581509917,0.577205215,,,,
NCAPH,-0.616240179,0.241340926,,,,
TUBGCP6,-0.296821533,0.0653762,,,,
ZP3,0.442830009,0.768210312,,,,
SHBG,-0.571595873,0.52521221,,,,
ETV2,-0.381007445,0.696816242,,,,
TMEM71,0.577933719,0.546392855,,,,
,-0.462569129,0.284410415,,,,
DERL2,0.289824303,0.067290059,,,,
TM4SF19,0.81066398,0.601862884,,,,
MAPK15,-0.930347694,0.405813617,,,,
,0.415918547,0.617502641,,,,
OR51L1,0.315764715,0.81114593,,,,
CCER2,0.196414952,0.950309575,,,,
APBA1,0.703355901,0.09252969,,,,
,0.132336715,0.963940845,,,,
TUBA5P,0.483594888,0.559536838,,,,
FAM185BP,-0.592208087,0.625151304,,,,
ANKRD55,0.285883408,0.750034438,,,,
RP9,0.374357462,0.115483871,,,,
NIBAN3,0.509014806,0.212157991,,,,
DCTN3,0.302593527,0.068557013,,,,
DUSP26,0.745170426,0.521708429,,,,
RHEBP1,0.150349659,0.963345347,,,,
,-0.759830049,0.385760761,,,,
PUM3,0.316783124,0.082368924,,,,
SOWAHD,0.263896368,0.762259119,,,,
CFAP69,0.579081093,0.188677243,,,,
SELENOT,0.283954885,0.05787604,,,,
PKD1P2,1.003051284,0.344529007,,,,
RNA5SP283,0.270844278,0.867038609,,,,
GSG1L2,0.382653974,0.790322074,,,,
RWDD4,0.345079153,0.078702953,,,,
GTF2IP20,-0.41354306,0.781925767,,,,
LEAP2,0.094499972,0.939809718,,,,
CCNI,0.307583424,0.052632317,,,,
,-0.515193232,0.575882798,,,,
RNF180,0.47672329,0.153781759,,,,
H2BW3P,-0.600348262,0.476679862,,,,
TIMM22,-1.190173792,0.812671046,,,,
TMEM220,0.600905834,0.252001717,,,,
CCDC18,0.584665989,0.194853749,,,,
NOC4L,0.502326184,0.178582721,,,,
TAS2R14,-1.962825241,0.541518974,,,,
ALX4,-0.615638815,0.615337027,,,,
PRICKLE4,-0.985562742,0.460653151,,,,
SLC17A7,-1.077329915,0.227592725,,,,
KMT5C,-0.348315416,0.100986778,,,,
STON1-GTF2A1L,-0.715630473,0.746554297,,,,
FRG1DP,0.644614609,0.584585634,,,,
OR7D4,0.320943189,0.740157448,,,,
LMBR1L,0.291326402,0.065238215,,,,
,0.494726617,0.748233913,,,,
DOLK,0.307049421,0.078061251,,,,
SIRPB1,-0.509370122,0.547668815,,,,
FAIM2,-1.104517666,0.329174978,,,,
ABHD8,0.400615234,0.088413308,,,,
FPGT,0.371790493,0.109411897,,,,
NEUROG2,-1.366475481,0.563253938,,,,
PRIMA1,1.212105192,0.338604257,,,,
ESRRB,0.567915219,0.600065478,,,,
OIP5,-0.634999613,0.415953596,,,,
,-0.563715394,0.523669276,,,,
OR2A20P,-0.857467259,0.303505046,,,,
OR2A9P,-0.857467259,0.303505046,,,,
CYP26C1,-0.329123392,0.83066453,,,,
,1.301211478,0.529990205,,,,
,0.225446835,0.934315009,,,,
SLC27A6,-0.726868589,0.301581201,,,,
ANKRD63,0.59684001,0.620140842,,,,
CENPS,0.393083771,0.161533145,,,,
SH2D6,-0.50655225,0.513866397,,,,
BICRAL,0.270963704,0.089786748,,,,
SCAI,0.434022114,0.091974136,,,,
ARL6,0.440340411,0.12165304,,,,
GNA11,0.255223674,0.061854266,,,,
C1QTNF4,-0.631546897,0.642881211,,,,
EGFL8,-0.889912482,0.678788885,,,,
ACTG1P10,0.274056316,0.846368201,,,,
POU6F2,0.444908475,0.782919908,,,,
ZNF507,0.387143433,0.082186984,,,,
TWIST1,0.916497564,0.116562152,,,,
CCDC80,0.552762,0.049899859,,,,
CCZ1P1,-0.638210532,0.432282346,,,,
XNDC1N-ZNF705EP-ALG1L9P,0.544162152,0.220858175,,,,
,-0.396237259,0.812267339,,,,
RPS11,0.293111272,0.052850933,,,,
RBM44,-0.599259509,0.428096171,,,,
MYOZ3,0.837128404,0.135417804,,,,
PPOX,-0.40420941,0.109190385,,,,
MRPL50,-0.34265947,0.100464323,,,,
NUPR1,-0.427784443,0.059667448,,,,
ADGRF4,0.63288217,0.420085022,,,,
UCK1,0.332885725,0.09003757,,,,
ZNF724,-0.524555754,0.534228769,,,,
PVRIG,0.65176968,0.291823284,,,,
CLEC4E,0.571257746,0.605711949,,,,
,-0.719306265,0.410822694,,,,
TMEM123,0.279293004,0.054222206,,,,
NHLRC4,-0.451464485,0.664275145,,,,
JPH2,-0.552086984,0.279480218,,,,
ZNF836,-0.428856915,0.150324237,,,,
C12orf50,0.662863479,0.438774131,,,,
CNTD1,-0.544787745,0.340048991,,,,
MRPS17P1,-0.163439792,0.877694732,,,,
DNAI4,0.407732101,0.199388146,,,,
SNTN,-0.545333031,0.701876098,,,,
PCP4,0.346662664,0.864964165,,,,
NMRK2,1.06233847,0.565947853,,,,
KCNJ4,-0.659883883,0.314027782,,,,
PIGN,0.305838257,0.06517437,,,,
KCNG4,0.456025621,0.667699504,,,,
ITIH3,-0.445054761,0.773021152,,,,
CELF6,-1.142202175,0.300012335,,,,
HNF4A,-0.615547108,0.53941641,,,,
CDH18,1.033934742,0.337191614,,,,
REEP2,-0.385384398,0.064902016,,,,
TRH,1.386684097,0.514820156,,,,
CLDN10,-0.73533458,0.243641401,,,,
MTMR9,-0.32822624,0.076334182,,,,
ELMO3,-0.483368799,0.257962614,,,,
ZNF285BP,-0.154214061,0.912976118,,,,
,0.465975627,0.285114203,,,,
CFAP61,-0.370936624,0.783893355,,,,
PTGER2,0.509783778,0.214242004,,,,
MRPL13,0.469624902,0.089771828,,,,
AMER3,0.077801043,0.953811737,,,,
NUPR2,0.581301934,0.494766654,,,,
OR14L1P,0.49516612,0.467328949,,,,
CABP1,-0.592362244,0.681618831,,,,
TNPO2,-0.332305333,0.05750217,,,,
DHX15,0.239722683,0.057125228,,,,
ABI2,0.22295735,0.058055787,,,,
MIA-RAB4B,-0.157518383,0.929959504,,,,
SERPINB9,0.802101826,0.102462785,,,,
C1orf162,0.597234789,0.507757302,,,,
,0.157183291,0.892908106,,,,
SYCP3,-0.424289699,0.740995273,,,,
,-0.105193896,0.936910208,,,,
FAM169B,0.583177662,0.525637838,,,,
FAM217B,0.364926535,0.092924813,,,,
,0.506096912,0.767661991,,,,
TEX14,0.426375201,0.681156045,,,,
CDC45,0.952768979,0.417767428,,,,
ANKFN1,-0.190514907,0.868843334,,,,
HNRNPH1P1,-0.431695637,0.719827059,,,,
PAICSP1,-0.038105813,0.96419033,,,,
NXT2,0.476249734,0.154936979,,,,
CLEC19A,0.169081805,0.907414738,,,,
LSP1,-0.619504964,0.395704366,,,,
CNTNAP4,-0.199316326,0.882465805,,,,
RAPGEF4,0.524593434,0.128653174,,,,
,-0.534943824,0.534246786,,,,
GFI1B,-0.428080792,0.612805012,,,,
KXD1,0.275600944,0.066684616,,,,
PLA2G3,0.593458152,0.388220281,,,,
GPR85,-0.593076184,0.253243447,,,,
EGLN1P1,0.622014044,0.438181953,,,,
CLEC3A,0.305581349,0.830284593,,,,
FAM110A,-0.589796186,0.207968303,,,,
GCNA,0.566407348,0.259612683,,,,
NANOG,0.291921688,0.832731692,,,,
SPDYE5,-0.524455769,0.374380301,,,,
NEK2,0.792453327,0.393750579,,,,
ACTG1P17,-0.307761499,0.764695112,,,,
,-1.527354601,0.367582398,,,,
STMN4,-0.623528025,0.506356095,,,,
CLDN2,-0.556614158,0.663294353,,,,
,-0.611770227,0.808563582,,,,
TINAGL1,0.543856948,0.063542853,,,,
MST1P2,-0.648695548,0.412126792,,,,
MEP1B,-0.591230265,0.680353182,,,,
GMFG,0.154420328,0.856414453,,,,
ZCCHC18,-0.620149623,0.271223184,,,,
CCNB1,0.537206509,0.12671181,,,,
UBE2C,0.957631253,0.349215347,,,,
GPR37L1,0.589455896,0.509926699,,,,
USP32P3,-0.675518282,0.380583897,,,,
ATE1-AS1,0.6953332,0.555815172,,,,
TMEM272,0.005022397,0.997049576,,,,
ZNF16,0.414785215,0.162861571,,,,
CROT,0.457947373,0.109947911,,,,
PLG,-0.716503792,0.5168849,,,,
ZBP1,0.533701588,0.516088401,,,,
ATG14,-0.377803375,0.082422736,,,,
KEL,-0.017471914,0.994492603,,,,
LRRC34,0.60335727,0.290081948,,,,
RPL4P6,-0.584675914,0.610544035,,,,
SMG1P6,0.696241408,0.493653688,,,,
CCNE1,0.498573114,0.166375755,,,,
DSTNP2,0.614951704,0.316975374,,,,
PDE6A,0.493013413,0.550397198,,,,
CHAD,-0.420266153,0.061453786,,,,
CDKN2D,0.477397363,0.12412391,,,,
NOL4,-0.794941336,0.271418294,,,,
SIX2,-0.706353816,0.219471238,,,,
CHRNA6,-0.431066849,0.761977878,,,,
NSMCE3,-0.771627269,0.4168009,,,,
LY9,0.327691818,0.660416612,,,,
REPIN1,0.296225506,0.061285732,,,,
CEP192,-0.399906489,0.08296555,,,,
FES,0.995013381,0.328104803,,,,
CCDC177,-0.530542552,0.701573832,,,,
GOLGA6B,0.470465133,0.738229525,,,,
UPK3BL1,-1.899298724,0.354024864,,,,
RP1,0.641697226,0.635336191,,,,
DISP2,0.846597817,0.142440464,,,,
TTC26,0.538957928,0.123950574,,,,
RPS4XP5,0.401982847,0.548220912,,,,
PCDHB18P,-0.432850501,0.709486923,,,,
,0.769920724,0.416650962,,,,
,-0.714748795,0.858812999,,,,
RASGRP4,0.663844347,0.512435673,,,,
MEI1,-0.537759021,0.570362917,,,,
,-0.66699216,0.336408969,,,,
FUT9,-1.326133976,0.300166899,,,,
CDO1,0.527878749,0.185889183,,,,
ZNF502,0.670808086,0.406808566,,,,
SPATA1,0.775196873,0.449912219,,,,
MEIG1,-0.121684824,0.918570821,,,,
DSCAML1,0.547997066,0.356109928,,,,
ANKRD52,0.210160526,0.056575389,,,,
B3GAT3,0.244062423,0.065217464,,,,
CSTF1,0.26176583,0.080247643,,,,
RPRM,-0.615131276,0.412749933,,,,
GTF2E1,0.363010313,0.097881756,,,,
TDGF1,-0.442155996,0.816440479,,,,
APOBEC3D,1.007371825,0.478453005,,,,
CELF5,-0.763092543,0.260228628,,,,
MCM2,-0.489694481,0.096294987,,,,
CLDND1,0.236757234,0.061188023,,,,
SLC16A2,0.659574947,0.05630802,,,,
RHOQP1,-0.145502414,0.887573451,,,,
ZSCAN29,-0.342416181,0.079718977,,,,
TMEM132D,0.878590792,0.619534771,,,,
CMAHP,-0.720114157,0.416556633,,,,
ZNF804A,-0.769843888,0.605499834,,,,
STK31,-0.388486198,0.660835557,,,,
LYL1,0.572417664,0.703148213,,,,
,1.040170422,0.129226895,,,,
FER1L4,-0.514125019,0.087724463,,,,
,0.488809682,0.612977633,,,,
TMEM37,-0.519397639,0.667613927,,,,
,-0.179301061,0.94506884,,,,
RPL13AP7,-0.581455901,0.544563526,,,,
ECSIT,0.37811187,0.111813115,,,,
BANP,0.471890856,0.134245191,,,,
UBALD1,0.311931804,0.096751521,,,,
POU5F1,-0.808724938,0.616221509,,,,
FCN1,-0.457967557,0.630213103,,,,
SLC52A1,-0.12112054,0.923006287,,,,
MEI4,0.52769471,0.617926681,,,,
SERTAD3,0.416567222,0.083562126,,,,
NUS1P2,0.285767054,0.79395736,,,,
ACVRL1,0.71766124,0.348372641,,,,
SLC6A5,0.169017954,0.905769976,,,,
GPR68,-0.36290693,0.661033553,,,,
NEURL1,0.557457716,0.308332086,,,,
THEM6,-0.731256157,0.27216415,,,,
ESPN,0.545421053,0.27752329,,,,
SGO1,-0.485719982,0.502383761,,,,
IQCE,0.32320392,0.080552512,,,,
,-0.195888408,0.872686197,,,,
IL19,0.482089881,0.648736888,,,,
VMO1,0.094828251,0.918449551,,,,
SPSB4,0.659828028,0.630977882,,,,
ESAM,0.166789413,0.885372296,,,,
KCNV1,-0.544586341,0.416846508,,,,
,0.802532691,0.33921976,,,,
GJA5,-0.541554337,0.207151455,,,,
,0.374755135,0.743035082,,,,
SH3RF2,0.619224534,0.157713901,,,,
KIAA1958,0.392985924,0.098089232,,,,
INHBB,0.515057722,0.083592028,,,,
CLDND2,0.155393639,0.862716749,,,,
ZFP3,-0.506195806,0.574535359,,,,
CLDN20,-0.232168851,0.836978561,,,,
,-0.350741029,0.807687228,,,,
CEP295NL,-0.185380134,0.881208856,,,,
TSPAN12,0.342407757,0.121600322,,,,
HSBP1L1,-0.499653611,0.175670944,,,,
BCL2L15,0.47651288,0.453554803,,,,
LRMDA,-0.52261363,0.572405433,,,,
POTEE,0.660794941,0.568075792,,,,
RC3H1,0.381393636,0.083949185,,,,
CABP4,0.448454372,0.676371501,,,,
EZR,-0.588314099,0.05872023,,,,
HOXA3,0.735777126,0.126323318,,,,
ACSBG2,-0.151089983,0.899453441,,,,
CMTM1,-0.687293774,0.367928278,,,,
KCNE1,0.40683893,0.49870459,,,,
LAG3,-0.583185917,0.600659955,,,,
HCST,-0.562613953,0.564228232,,,,
GPR107,0.212425058,0.055623587,,,,
FADS6,-0.401634436,0.70529039,,,,
TMEM30B,0.589081788,0.313528377,,,,
PEG3,-1.222002454,0.482377401,,,,
SSR3,0.25789031,0.056075833,,,,
LVRN,-0.175626241,0.874820004,,,,
SHLD2P1,0.144284158,0.903441991,,,,
OXA1L,0.209792119,0.064135976,,,,
TLCD4-RWDD3,-0.620733551,0.262158988,,,,
EHHADH,0.426575512,0.172705372,,,,
,0.346786778,0.743376685,,,,
PROKR2,-0.42281153,0.67362518,,,,
CCR7,-0.312662069,0.771029377,,,,
MMP23A,1.214824181,0.180437577,,,,
GLDN,-0.381419588,0.694032945,,,,
MRPL45,0.855239815,0.518095775,,,,
JUP,-0.277952284,0.058176272,,,,
NUP93,-0.271105486,0.073463896,,,,
KCNN3,-0.455473794,0.153854806,,,,
PCDHB19P,0.289913605,0.835379289,,,,
ATP11C,0.4641845,0.085172048,,,,
ZRANB2,0.352925556,0.059792787,,,,
GPR12,-0.187991004,0.855518167,,,,
SNCB,0.739507879,0.333970034,,,,
NRG3,0.469188751,0.635008589,,,,
RASL11A,0.491815385,0.351814915,,,,
ASB4,-0.220821353,0.794398627,,,,
ZFAND3,0.272512011,0.058089095,,,,
ZMAT3,0.312385458,0.058876358,,,,
EFCAB7,-0.399563892,0.169821149,,,,
CLUAP1,0.341561601,0.098796002,,,,
EYS,0.532495709,0.448522573,,,,
SFTPB,0.471007149,0.589482544,,,,
SLC15A4,0.318076132,0.078653158,,,,
ADRB1,-0.243245617,0.853105329,,,,
VWA3A,0.136803871,0.931122738,,,,
SEC61A2,-0.340171256,0.085923787,,,,
SPATA2,0.404100795,0.114930854,,,,
H4C5,-0.22289896,0.856055236,,,,
,-0.72694586,0.584083811,,,,
HAAO,0.595279024,0.637000141,,,,
KRT16,0.511357728,0.696602049,,,,
,0.5409499,0.339834362,,,,
NPM1P7,0.725147203,0.645236395,,,,
BBC3,-0.70292503,0.108761548,,,,
,0.360643902,0.783059867,,,,
FAM91A2P,-0.553600506,0.536549942,,,,
ZNF335,-0.301832258,0.08576194,,,,
ZBTB32,0.237877473,0.801305774,,,,
,0.256605941,0.843643278,,,,
VCAM1,0.342955425,0.760257444,,,,
MAP3K7CL,0.511920555,0.13572135,,,,
BMS1P1,0.689194509,0.522780637,,,,
RPL9P29,0.619153657,0.567535415,,,,
TRIP11,0.456081401,0.075063617,,,,
,-0.583383482,0.883960442,,,,
IL27RA,-0.377638228,0.213086364,,,,
,0.831145494,0.321874575,,,,
CNTNAP3C,1.006968788,0.279978223,,,,
AKR1E2,0.03537417,0.973459361,,,,
FERP1,-0.321264108,0.796132335,,,,
PRKRA,0.243517115,0.068544189,,,,
,-0.422270326,0.431754292,,,,
AGBL1,-0.17680408,0.844986335,,,,
CLEC17A,0.124375369,0.913998928,,,,
RPL36A-HNRNPH2,0.879189464,0.083604509,,,,
ARHGEF39,-0.442837316,0.249509749,,,,
RAMP2,-0.561833535,0.683514757,,,,
RC3H2,0.294882512,0.062999462,,,,
DELE1,0.263596163,0.066731708,,,,
PLD3,0.416774904,0.054161486,,,,
ZCCHC12,-0.431498404,0.709520024,,,,
LINC00680,0.462649374,0.660580448,,,,
,-0.459827478,0.548474479,,,,
,0.36083752,0.705613291,,,,
PEX10,0.414402739,0.093028581,,,,
GRK6,0.28051796,0.09357771,,,,
RASL10A,-0.278455347,0.859643419,,,,
CYP27B1,-0.678835911,0.407965648,,,,
VPS28,-0.879592322,0.309562186,,,,
MMUT,0.356237442,0.077161896,,,,
E2F1,0.402260801,0.202318019,,,,
ASIC4,-0.730553703,0.291877636,,,,
DSN1,-0.458957648,0.149042426,,,,
PABPC1L2A,-0.583924144,0.593836864,,,,
MLXP1,-0.65857785,0.395617276,,,,
SEC23B,0.349577895,0.066309516,,,,
,-0.682550556,0.333408237,,,,
,0.844842176,0.300613733,,,,
SOCS1,0.602898807,0.441159605,,,,
DERL3,0.230912286,0.8285268,,,,
CLDN16,-0.63183664,0.480869068,,,,
C8orf34,0.456532765,0.34436373,,,,
SPDYE3,0.364451258,0.191460583,,,,
LRTOMT,-0.615627635,0.438410609,,,,
,0.519875569,0.562950715,,,,
RNF224,-0.483460861,0.396217783,,,,
PRDM6,-0.684660844,0.363470251,,,,
ZNF239,-0.502062769,0.258874274,,,,
LRRC37A4P,0.02635612,0.990037234,,,,
HNRNPA1P10,0.423345857,0.672233168,,,,
NTAN1P2,0.249976097,0.764419185,,,,
C5AR2,-0.530411401,0.437360348,,,,
RORC,0.587525805,0.650243096,,,,
OR9H1P,0.242291194,0.806861472,,,,
CALCOCO2,0.257955553,0.070064238,,,,
ANKRD13C,0.347012163,0.074497808,,,,
,-0.190150504,0.879844625,,,,
PFKFB1,-0.132488283,0.906143291,,,,
EGFEM1P,-0.26217221,0.793121513,,,,
,0.567293654,0.518828914,,,,
CSKMT,0.384803488,0.216183387,,,,
DTYMK,0.364930341,0.11169837,,,,
TTPA,-0.224686547,0.807773831,,,,
CT75,-0.535028527,0.685906186,,,,
GRM6,-0.061407079,0.957694069,,,,
LRIG1,0.436388392,0.062459433,,,,
FAM53A,-0.510436693,0.422377098,,,,
APOC1,0.647668241,0.507985331,,,,
BEX5,-0.86428895,0.283748888,,,,
CCDC144CP,-0.736805052,0.361909192,,,,
RGR,-0.300120077,0.738023972,,,,
PSMG1,0.408144761,0.097772436,,,,
C9orf24,0.141323969,0.912074364,,,,
TECRL,0.419502488,0.720038451,,,,
NPHP1,0.363349862,0.14689085,,,,
MFGE8,0.264523455,0.057260558,,,,
EPN3,0.437864791,0.480318197,,,,
VIPAS39,0.245548126,0.079979936,,,,
CYP2C19,0.096199156,0.939418288,,,,
ARMC8,0.265894123,0.073459901,,,,
RIMKLBP2,-0.151734529,0.879397273,,,,
SPACDR,-0.103041532,0.94842995,,,,
OR2B11,0.031275149,0.970649648,,,,
FAM120B,0.702475166,0.09419914,,,,
,-0.5394741,0.494183606,,,,
,0.620264482,0.778646428,,,,
CFAP57,0.669979725,0.462667499,,,,
TUG1,0.256920197,0.056791054,,,,
MFHAS1,0.329628931,0.090357214,,,,
FLT3LG,0.277574657,0.759924619,,,,
MTSS1,-0.603803299,0.098068636,,,,
VN1R1,-0.527506407,0.386854597,,,,
CRYZ,-0.455564904,0.109990294,,,,
BAALC,0.464680788,0.130100543,,,,
WASHC3,0.42062837,0.114048126,,,,
ANGPT2,0.320068558,0.748824671,,,,
IGLV1-51,-0.369813126,0.741125923,,,,
TPRA1,0.281660177,0.074874477,,,,
ZBTB7A,0.268534995,0.069924129,,,,
CYP11A1,0.818604222,0.406972678,,,,
RIBC1,0.580831922,0.457847957,,,,
KLK6,-0.570134796,0.359717285,,,,
,0.663737625,0.268094386,,,,
TFE3,0.257603543,0.067444602,,,,
,-0.504883015,0.431095879,,,,
ADNP,0.235565349,0.061673864,,,,
PROM2,-0.56115801,0.290907105,,,,
AUP1,0.3256669,0.066390597,,,,
TPI1P2,-0.525264904,0.538395568,,,,
CCDC27,0.653378655,0.607870831,,,,
LMOD1,0.76566095,0.108606589,,,,
POTEF,-1.115997831,0.364641997,,,,
HAPLN2,0.386206788,0.63975092,,,,
HSD11B2,-0.549861103,0.649372041,,,,
,0.456578816,0.396865501,,,,
TRAF3IP3,-0.193797228,0.8233597,,,,
CFAP298,0.351196287,0.087972132,,,,
HMGB2,0.328534448,0.098342438,,,,
ZNF805,0.354352635,0.115159451,,,,
GPANK1,-0.636771716,0.292838553,,,,
NFKBIZ,0.390509535,0.063265839,,,,
OR2V1,-0.437556861,0.573847444,,,,
GFI1,-0.452013811,0.733568995,,,,
CASP14,0.362398166,0.748053171,,,,
BABAM2,0.266673982,0.081739775,,,,
CLDN7P1,-0.278148383,0.773528832,,,,
PDCD6P1,0.547105825,0.198067169,,,,
AK3,-0.274125729,0.070465559,,,,
HLA-E,3.311203228,0.192766568,,,,
,0.010335716,0.993172257,,,,
ZNF670,-0.440475233,0.192144847,,,,
CLEC7A,0.436397595,0.640141028,,,,
KDF1,0.656371843,0.482471764,,,,
TUBB2BP1,0.420708153,0.727139284,,,,
CORO7-PAM16,0.338995061,0.836358571,,,,
SAG,0.119958406,0.883395133,,,,
MYOCOS,-0.238972005,0.795426986,,,,
FAM86EP,-0.119208536,0.915739598,,,,
SMYD1,-0.952622174,0.572654356,,,,
NDUFA3,0.630557211,0.271579893,,,,
ZNF460,0.439527813,0.208300862,,,,
PPIAP46,0.449944469,0.435799,,,,
,0.468865893,0.711281945,,,,
C6orf163,0.556687862,0.353495981,,,,
ZNF92,0.659611043,0.196691212,,,,
COX5BP6,0.076709407,0.944414595,,,,
TMOD4,-0.427978109,0.494701469,,,,
BATF2,-0.230852148,0.843970351,,,,
PLPPR5,0.91421,0.297825598,,,,
ARID3C,-0.433508379,0.694239809,,,,
ENO1P4,-2.428519962,0.463715836,,,,
,0.43577148,0.640866747,,,,
CCT6P1,-0.486973532,0.218016098,,,,
ALOX12P2,0.571983834,0.515778036,,,,
C2orf42,0.343603033,0.154092811,,,,
NRG4,0.378749655,0.688792006,,,,
CALHM2,0.535371279,0.272245636,,,,
RACGAP1,0.407331442,0.143100033,,,,
OR5A1,-0.520506789,0.511879985,,,,
GTF2A2,0.278045347,0.076265184,,,,
DLG5,1.146901267,0.08669435,,,,
ARR3,-0.431583783,0.62647118,,,,
TNPO3,0.266902683,0.068670947,,,,
MMP24OS,0.386893622,0.068108379,,,,
UBE2J1,0.274788448,0.065677658,,,,
CYP1B1,0.32351578,0.049048249,,,,
POLI,0.385111676,0.087361237,,,,
NFE2L1,0.281047588,0.055283462,,,,
RPL37P12,0.051233867,0.958334348,,,,
SLC25A40,0.386103037,0.135356051,,,,
TOGARAM2,0.540367726,0.331105994,,,,
CSMD1,0.634109941,0.328980442,,,,
,1.366242712,0.389340709,,,,
NKAIN2,-0.611492974,0.645013747,,,,
RRM1,0.364342979,0.081269467,,,,
TMEM139,0.480267136,0.386129962,,,,
TEX52,0.449960575,0.427568159,,,,
WBP1LP2,-0.513138204,0.618903577,,,,
GRIA4,-0.860361095,0.399614162,,,,
SPDYE6,-0.413748797,0.751803933,,,,
SRPK1,-0.344104397,0.073261324,,,,
LRRC2,0.516295703,0.352512649,,,,
SLC35G1,-0.587701094,0.172986212,,,,
ADAMTS13,-0.386312753,0.185135269,,,,
NPB,0.177238833,0.886345449,,,,
P2RY10,-0.237716927,0.783095315,,,,
HNRNPA1,0.287070597,0.0562921,,,,
RPGRIP1L,0.361212929,0.102358217,,,,
SLC35E4,-0.46231765,0.213193681,,,,
ADAMTS1,0.477510897,0.064940168,,,,
SIRT1,0.332537847,0.092185414,,,,
PPP1R14B,0.370386305,0.079699459,,,,
EPHA3,-0.752851245,0.082717668,,,,
ABCC6,-0.484115638,0.612003802,,,,
CHAT,-0.516546114,0.547817174,,,,
SYPL1,0.298624791,0.064992089,,,,
DYM,0.283592724,0.06948744,,,,
,0.325303531,0.754262245,,,,
SYNJ2BP,0.275433656,0.071359132,,,,
SDHB,0.372211073,0.082609116,,,,
C20orf203,-0.150807151,0.886843241,,,,
GPA33,-0.065827471,0.959933095,,,,
FOXO6,-0.182747092,0.929163873,,,,
MRI1,0.360755952,0.099639048,,,,
GATAD1,0.300949915,0.069641033,,,,
LRRTM3,0.613840864,0.333680643,,,,
DUX4L50,-0.340599103,0.718749114,,,,
ZFYVE9,0.261726696,0.074605685,,,,
CIP2A,-0.448673657,0.21408949,,,,
WHAMMP4,0.845328261,0.502271063,,,,
BICDL1,-0.461179312,0.187157113,,,,
MYH15,0.58820419,0.501949965,,,,
PHRF1,1.401171198,0.135717949,,,,
TM6SF2,-0.688681608,0.392710025,,,,
CTDP1,0.387080652,0.079934452,,,,
ALOX15,0.440353803,0.669775155,,,,
PSME4,0.217631917,0.064688815,,,,
PCDHGA5,0.45972575,0.671499747,,,,
ANKLE2,-0.255200085,0.062622138,,,,
OR2M4,-0.422152022,0.612672095,,,,
RFPL3,-0.453539377,0.615208351,,,,
RPL18AP7,0.362864809,0.794810877,,,,
BARX1,0.622135168,0.348183431,,,,
LDB2,-1.074660259,0.158556553,,,,
BTNL9,-0.900791181,0.438266867,,,,
TIMM17A,0.23539379,0.069696626,,,,
DLEC1,-0.196450015,0.820572169,,,,
ERVW-1,0.577469799,0.159193095,,,,
CCDC81,0.315379202,0.750500242,,,,
HMGN1P1,-0.532238278,0.536543428,,,,
PCDHGA2,-0.018833798,0.986178259,,,,
TNFRSF10C,-0.460929664,0.162204231,,,,
