gene_name,logFC,P.Value,,,,
FAM86B3P,-0.140172686,0.942149815,,,,
INPP5A,0.306101163,0.071707323,,,,
C5orf63,-0.311030093,0.792168399,,,,
,0.548735172,0.543183479,,,,
STAR,0.413553303,0.237529856,,,,
OR4D9,0.58667427,0.384527544,,,,
LY6H,1.85528979,0.226768988,,,,
COASY,0.285596028,0.066918648,,,,
SLC47A2,0.535396699,0.465026397,,,,
EFCAB15P,0.407274331,0.70757336,,,,
CDC42BPB,-0.247621858,0.052268574,,,,
NOS2,0.64451258,0.264036579,,,,
B3GALNT1,0.433636554,0.081996847,,,,
GDPD2,0.451948674,0.194012751,,,,
SLC29A4,-0.545403398,0.075857918,,,,
SLC35E4,-0.465143171,0.150601408,,,,
GTF2IP9,-0.696624355,0.581837562,,,,
FOXD1,-0.709584512,0.180891286,,,,
,0.334720008,0.776642784,,,,
LIMS3,1.003966285,0.479070756,,,,
CAVIN2,0.517945822,0.7104893,,,,
LYPD3,0.50583799,0.330660119,,,,
PP2D1,-0.529221423,0.350366563,,,,
,-0.570468693,0.627796756,,,,
ABCG2,1.141793091,0.388855563,,,,
BMP3,0.684396345,0.416960414,,,,
SSX7,-0.236632546,0.900609557,,,,
B3GALT5,0.594551834,0.143809388,,,,
LRP2BP,0.559922899,0.194761747,,,,
TMPRSS11E,-0.164953254,0.923107987,,,,
,0.55104334,0.663176933,,,,
APC,-0.629656746,0.059107143,,,,
SPATA32,-0.442147905,0.754120048,,,,
PPT2-EGFL8,-2.003676453,0.63095373,,,,
CCL25,0.545968278,0.562143683,,,,
TM9SF5P,-0.392670759,0.781756986,,,,
ARHGEF15,0.573161774,0.564341319,,,,
COL6A4P2,-0.843366878,0.376329738,,,,
RGR,0.580006426,0.481370997,,,,
ARHGAP6,0.734885498,0.216763874,,,,
RDH16,-0.665276076,0.371650587,,,,
PYGO2,0.262813071,0.065340765,,,,
GRIN3A,-0.623042323,0.116682401,,,,
MAGOH,0.488924317,0.084960422,,,,
POMC,0.907192328,0.570444182,,,,
H2AZ2,0.342729526,0.054199537,,,,
S100A3,0.168032347,0.872397483,,,,
ESAM,-0.611383498,0.570153208,,,,
,-0.443718452,0.797499884,,,,
ZBTB9,-0.97158739,0.452182468,,,,
PLAC8L1,-0.626162819,0.572567583,,,,
RNA5SP508,0.499688272,0.647718767,,,,
,0.421117927,0.144038554,,,,
SYNDIG1L,-0.607792162,0.549122675,,,,
BEST3,-0.714710961,0.401639482,,,,
ZNF621,0.278980511,0.067933567,,,,
FTCDNL1,0.525544063,0.430653833,,,,
PAK3,-0.465565231,0.068650463,,,,
FAM218BP,0.392313931,0.718843497,,,,
AGAP1,-0.248494934,0.054993103,,,,
APOC1,0.789810872,0.416857201,,,,
A2MP1,0.3299063,0.775126075,,,,
ANKRD31,-0.278928734,0.832527081,,,,
PAX9,0.0910206,0.942433017,,,,
RDH14,0.419514075,0.111111388,,,,
,-0.60788211,0.133570745,,,,
TOB1,0.321809016,0.078971512,,,,
SUSD5,1.071583912,0.128923353,,,,
KBTBD11-OT1,-0.659276307,0.873443039,,,,
PATZ1,0.273796857,0.063818434,,,,
,0.780772206,0.232653799,,,,
,-0.52795654,0.679206288,,,,
ANXA8L1,-0.239452945,0.871973405,,,,
NCF1,-0.096043841,0.947322787,,,,
MLKL,-0.782491168,0.487367409,,,,
HNRNPH1P1,-0.530581162,0.663165277,,,,
TMPRSS9,-0.631556914,0.388800903,,,,
TINF2,0.319766343,0.086153582,,,,
CCDC178,-0.464291246,0.67848799,,,,
,-0.584775791,0.141585166,,,,
,-0.381597007,0.770801363,,,,
JPT1,-0.326813649,0.055037001,,,,
TTC31,0.322174895,0.097105727,,,,
SPTBN4,0.412882929,0.102947655,,,,
ZNF137P,0.601108857,0.317771912,,,,
NLRP10,-0.179917044,0.836314271,,,,
ARRDC2,1.045179942,0.282040927,,,,
SLC15A1,-0.089553129,0.947464425,,,,
MS4A2,0.529216585,0.543625788,,,,
,-0.506916175,0.636075329,,,,
LRRC43,0.578690444,0.481891777,,,,
ADAM20P1,0.194306729,0.860011844,,,,
PLA2R1,0.949810667,0.247572515,,,,
LACTB,-0.381184334,0.091585838,,,,
SNORC,0.58028168,0.289262701,,,,
PPP1R36,0.232002202,0.852366135,,,,
HNRNPA1P59,-0.092818663,0.92782494,,,,
DNAJC19P5,-0.469523559,0.646081949,,,,
ZDHHC2,0.291605061,0.068047221,,,,
GRM6,-0.652125267,0.535158023,,,,
ST3GAL2,0.354681846,0.061820707,,,,
AQR,0.293335253,0.061254667,,,,
SPDYE1,0.691107684,0.409614351,,,,
HOXD8,-0.821139332,0.356785212,,,,
FLT3,-0.660190229,0.485229035,,,,
SULT1E1,-0.244788672,0.803796333,,,,
C9orf24,-0.788911907,0.456357658,,,,
LCP1,0.871600308,0.26289785,,,,
GTF2IP14,0.211845049,0.834106444,,,,
RBM42,0.407524023,0.064309269,,,,
CNGA1,-0.222686442,0.807541744,,,,
PRRG2,0.356217338,0.773821055,,,,
PKD1L1,-0.735118898,0.456852634,,,,
ZRSR2P1,1.343114899,0.657968117,,,,
EIF5AL1,-0.518039153,0.612127688,,,,
KLHDC7A,-0.377221992,0.732462795,,,,
,0.043560446,0.979465729,,,,
KCNMB2,-0.650194054,0.332373552,,,,
FAM95B1,0.054528977,0.971511856,,,,
CDC42SE1,0.237118685,0.058396709,,,,
ABCA2,-0.380906059,0.058964663,,,,
PDCD1LG2,-0.682246994,0.625431593,,,,
ZNF782,-0.495127291,0.176566092,,,,
OPLAH,-0.742984117,0.400316529,,,,
RFESD,-0.607606132,0.356652628,,,,
GPAA1P2,-0.042314076,0.974074839,,,,
SNX13,0.387372878,0.066979117,,,,
MKS1,0.292596888,0.085044616,,,,
RGL4,-0.410931227,0.098310047,,,,
STKLD1,0.428104662,0.411475817,,,,
MROH7,-0.601156474,0.472883106,,,,
GET3,0.43584018,0.068359612,,,,
SULT1A2,-0.675515095,0.538081397,,,,
SPAG17,0.798024612,0.386387474,,,,
OXCT2,0.313588836,0.838336424,,,,
CD84,0.586239094,0.557631774,,,,
RPH3A,-0.578902944,0.206391754,,,,
HRH2,-0.616915757,0.496112407,,,,
COX17,0.332251455,0.111914348,,,,
RSPH10B,-0.688244709,0.606805558,,,,
ZNF724,0.581406499,0.270481038,,,,
KRT8P33,0.472846953,0.690227488,,,,
PDLIM1,0.462589269,0.066745737,,,,
MGAT4EP,-0.180261422,0.88871468,,,,
TMEM125,0.407454667,0.77477487,,,,
ST3GAL5,-0.27576331,0.068100461,,,,
PHRF1,1.913625152,0.193114175,,,,
,0.358411199,0.71054647,,,,
LY9,-0.364282041,0.633935828,,,,
PEX3,0.341631179,0.105886504,,,,
UBXN4,0.276603382,0.056015782,,,,
POLN,-0.535471765,0.298850715,,,,
KCNH4,0.670640118,0.546638656,,,,
STIP1,0.307279158,0.05442737,,,,
CDH11,0.702445376,0.060868421,,,,
,0.101380241,0.930384186,,,,
PHLDA2,1.501329978,0.574188287,,,,
MYD88,0.559949571,0.133874077,,,,
NLGN4X,0.650407696,0.070496502,,,,
RTP5,0.112067674,0.900990453,,,,
CHI3L2,-0.091685205,0.949425642,,,,
ENPP3,0.529178893,0.589818202,,,,
ZNF603P,-0.056247713,0.955323011,,,,
SPTSSB,-0.691982382,0.201592656,,,,
ERN2,0.566249575,0.478672134,,,,
PLG,-0.744854365,0.515581157,,,,
CHRNE,-0.110985657,0.921986785,,,,
CBLC,0.169139941,0.915480112,,,,
NSUN7,0.648434517,0.289263038,,,,
FANCB,0.529726733,0.209913119,,,,
CLEC3A,0.46633526,0.742064746,,,,
RPL7AP16,0.410517884,0.703290865,,,,
IP6K3,0.023165108,0.983409369,,,,
CRACR2A,-0.489910562,0.504798243,,,,
HNRNPA3,0.295652345,0.052460298,,,,
OR2T12,-0.175449886,0.897702212,,,,
SNAI3,-0.485202158,0.276656255,,,,
GRID1,0.438679208,0.13885472,,,,
CABP1,-0.901816359,0.308585141,,,,
FGF23,-1.244722343,0.239418278,,,,
PHKG1,0.538746977,0.533857846,,,,
FBXO43,0.522721701,0.670220905,,,,
SPEGNB,-0.237226889,0.865402774,,,,
HAND2,0.431547326,0.69490303,,,,
GLOD4,0.366703359,0.06307873,,,,
TPH1,-0.532477878,0.413187888,,,,
GAS2L2,-0.158222755,0.90381299,,,,
NLRC4,-0.692734591,0.350816657,,,,
KHDRBS1,0.309389626,0.054105734,,,,
ZNF141,0.655496788,0.092879299,,,,
PABIR3,0.46716211,0.139194553,,,,
ANO7,0.6916698,0.307631135,,,,
FEZ2,0.393456561,0.063760066,,,,
SIGLEC14,0.526049561,0.530577891,,,,
DOCK10,0.514436227,0.105555476,,,,
REEP5,-0.311338548,0.057595524,,,,
ITGB3,0.758673778,0.234120064,,,,
FGF8,-0.193164461,0.866335712,,,,
LINC01881,0.366122685,0.792678399,,,,
NSMCE4A,0.424682212,0.087708603,,,,
UNC13B,-0.34504216,0.05900237,,,,
PRSS35,1.297314295,0.126862277,,,,
PKMP3,-0.581961284,0.372693826,,,,
PRICKLE4,-0.961509246,0.484318726,,,,
IGSF21,-0.761096325,0.190122172,,,,
ADAM33,0.859208844,0.369636593,,,,
TNPO1,0.326445318,0.054212097,,,,
NAIP,1.223158641,0.167080585,,,,
GSG1L2,-0.093173743,0.94938912,,,,
TESC,0.663436556,0.470313573,,,,
YY2,0.555643046,0.295472809,,,,
ADRA1B,-0.651959102,0.299868553,,,,
INHBA,1.447238315,0.256782179,,,,
C8orf48,0.727587353,0.280568395,,,,
ZC3H12A,0.555522567,0.287472804,,,,
FBP2,-0.533808384,0.637186783,,,,
,-0.053440757,0.978931466,,,,
SPACDR,-0.220313145,0.898465333,,,,
NHLRC1,0.548406736,0.536188055,,,,
SMIM38,-0.793472507,0.401081385,,,,
ARMCX1,0.397911587,0.071640125,,,,
CAMK1G,0.592174434,0.182184429,,,,
THOC6,0.365954462,0.109624594,,,,
POLR3B,0.376594331,0.094620629,,,,
PMS2P1,0.495906753,0.197642045,,,,
TLR1,-0.532784289,0.637164371,,,,
ATG4B,0.244085861,0.063190715,,,,
CFAP52,0.702935577,0.489948316,,,,
POU3F4,-0.859068295,0.435836924,,,,
IGF2,-2.836585668,0.082878341,,,,
MTERF1,0.37581235,0.122162661,,,,
RGPD3,0.621169871,0.379890898,,,,
ARR3,0.531553615,0.570492316,,,,
PUF60,0.496396931,0.060450877,,,,
NAPSA,-0.427668668,0.693058128,,,,
SLC4A1,-0.258639662,0.818951806,,,,
MTNR1A,-0.669095063,0.406089029,,,,
SEC1P,0.513605807,0.596876893,,,,
HAPLN2,0.567313041,0.42541365,,,,
SLC12A1,0.635943764,0.617819787,,,,
CFAP276,-0.707152881,0.458362573,,,,
ZNF14,0.384924657,0.126368051,,,,
SERTM1,-0.592648654,0.328883697,,,,
PIP4P2,-0.322007384,0.078338289,,,,
IGDCC3,0.436318742,0.078214602,,,,
,0.301789664,0.786775422,,,,
CCDC27,0.733550663,0.592944368,,,,
CHD7,0.478496691,0.058209944,,,,
EIF6,0.367107452,0.065273553,,,,
DDX18,0.333491009,0.0605774,,,,
POFUT1,0.294147361,0.062982346,,,,
ROM1,0.535872049,0.362370396,,,,
PRR29,0.648298986,0.294981708,,,,
TSPAN7,0.545242595,0.081733364,,,,
ASB4,-0.406237151,0.61488836,,,,
NAB2,0.26507781,0.067349433,,,,
IZUMO2,-0.426923837,0.713375168,,,,
TRIM68,0.474153168,0.107002937,,,,
,-0.400168687,0.712592496,,,,
C8orf34,-0.484429751,0.302575738,,,,
SLC26A7,0.226504666,0.841151271,,,,
DHX58,0.639751125,0.474695274,,,,
REXO2,0.340449559,0.082759278,,,,
,0.337945959,0.727953145,,,,
PSTPIP1,-0.476766106,0.665045314,,,,
PSMD7,0.291904361,0.059391269,,,,
C9orf50,-0.560207366,0.598971603,,,,
ANKRD30B,-0.038297511,0.973321084,,,,
GRIK4,-0.421397321,0.165490741,,,,
NPIPA1,-0.285877841,0.068470959,,,,
HTR1E,0.491646419,0.67803855,,,,
ZNF888,0.537480002,0.188194907,,,,
SSX2IP,0.44622457,0.082512807,,,,
CLDN9,-0.399235422,0.596128309,,,,
,0.224240454,0.848788342,,,,
,0.488058238,0.529571492,,,,
GATAD1,0.328581538,0.066327837,,,,
IYD,-0.548471231,0.584783493,,,,
PMS2P5,0.651197811,0.567394634,,,,
OR7E7P,-0.568522417,0.596555885,,,,
GALNT18,0.415897286,0.115584599,,,,
ZNF257,-0.424632512,0.658455214,,,,
ZNF273,0.45036164,0.146263366,,,,
,0.517430588,0.2627588,,,,
,1.085149394,0.488939985,,,,
AQP1,-1.896250646,0.150786715,,,,
,0.212112088,0.850349275,,,,
SPNS3,-0.127104857,0.900127251,,,,
SHOX,-0.485220747,0.485539222,,,,
RAB6D,0.717754962,0.278765812,,,,
MAGOH2P,-0.180675799,0.87850967,,,,
ZNF844,-0.43886367,0.097335129,,,,
ZBTB32,0.327799684,0.734397827,,,,
ACTG1P10,0.193961573,0.889549214,,,,
EVI5L,-0.309542375,0.066500233,,,,
DLX5,-0.839668224,0.274340621,,,,
HRH3,-0.716678933,0.259726733,,,,
MAP4K1,0.361672434,0.550150192,,,,
PWWP2B,-0.396812851,0.108210253,,,,
SLFN14,-0.41989827,0.642477655,,,,
C2CD6,0.315488641,0.790687091,,,,
,0.772195825,0.774679487,,,,
EFCAB5,0.631220245,0.381350243,,,,
HLTF,0.41250213,0.061923715,,,,
,-0.260469114,0.819463139,,,,
DCDC2B,-0.532078685,0.466540921,,,,
F5,-0.674902063,0.378378935,,,,
MUCL1,0.366595893,0.760325722,,,,
ETV3L,-0.175115819,0.876433773,,,,
TTLL13,-0.27648421,0.862450796,,,,
,-0.851501813,0.503544307,,,,
FCGBP,-1.008673519,0.73506909,,,,
TNFAIP8L3,0.677826403,0.492228089,,,,
NODAL,0.755798061,0.303202424,,,,
,-0.125481545,0.904616807,,,,
S1PR5,0.662733779,0.657646154,,,,
ABL1,-0.258019306,0.056319714,,,,
SLFN12L,0.495289375,0.211273287,,,,
NEU1,0.791575121,0.217092578,,,,
COMMD3-BMI1,1.734683653,0.348609132,,,,
FOXK2,-0.265004923,0.0608119,,,,
CPB2,-0.287634181,0.826136373,,,,
SOWAHA,0.723126546,0.358045148,,,,
TMEM37,0.683610201,0.534148178,,,,
RAB37,-0.522825648,0.588229332,,,,
,-0.394221738,0.73649075,,,,
PDCD10,0.3819531,0.08488239,,,,
IL19,0.392382877,0.729677973,,,,
ALDOB,8.05E-04,0.999563004,,,,
PLBD2,-0.454126706,0.062469046,,,,
NPB,-0.560290077,0.646143169,,,,
DAP3,0.320045229,0.063424103,,,,
GCSHP5,0.272924163,0.931790551,,,,
ZNF502,0.682458469,0.324538819,,,,
KLHL33,-0.303217416,0.789272775,,,,
NKAIN3,-0.594955462,0.073894461,,,,
MPIG6B,-0.046975575,0.969410777,,,,
STEAP1B,0.178207215,0.903645008,,,,
PURG,0.444426916,0.178065297,,,,
PPP1R35,0.456466824,0.130004825,,,,
L3MBTL3,0.485447783,0.098439829,,,,
ZNF33B,-0.509948697,0.090700293,,,,
KHDRBS3,0.551252176,0.094771824,,,,
GPRIN3,0.588946555,0.105374561,,,,
AGTR2,-0.149929776,0.920617456,,,,
DLGAP2,-0.731415311,0.719334794,,,,
ZFP91-CNTF,-1.462876747,0.421593048,,,,
PDE4DIPP2,0.696529126,0.099542151,,,,
TAT,0.03474379,0.980148481,,,,
HYDIN2,0.481983153,0.710813992,,,,
CASQ1,0.467225807,0.537449114,,,,
DCDC2,0.581779544,0.606324517,,,,
RPL32P27,-0.611502562,0.481361747,,,,
DUSP18,-0.332177148,0.117318466,,,,
ANKRD44,0.388794967,0.09234871,,,,
SYCP3,-0.416034302,0.739775981,,,,
LRFN4,-0.471643891,0.073764455,,,,
EIF5A2,0.492150932,0.158094698,,,,
CCDC60,0.348086522,0.761033647,,,,
,0.064004467,0.95823505,,,,
EDRF1,0.300292594,0.079436236,,,,
TANK,-0.299157464,0.080585698,,,,
SALL4,0.42971202,0.101493206,,,,
ZFPL1,0.369341791,0.084223328,,,,
LARGE2,0.905576283,0.386620574,,,,
SIN3B,-0.352572773,0.061380403,,,,
DSTNP2,0.62236148,0.345101231,,,,
NFAM1,-0.564263432,0.519688647,,,,
,0.604214983,0.232793379,,,,
M1AP,-0.346300277,0.728003827,,,,
DDX59,0.377838426,0.103466648,,,,
,0.588517436,0.495607272,,,,
SOX21,0.92674183,0.150925722,,,,
PUS10,0.408437658,0.182547545,,,,
ZNF674,-0.393577306,0.174581648,,,,
BGLAP,0.252652685,0.809205096,,,,
KCNG4,0.347703524,0.745559057,,,,
LMNTD2,-0.639202723,0.527824674,,,,
CNIH3,0.46239335,0.200501175,,,,
P4HA3,0.920441907,0.382106688,,,,
AMN,-0.509346066,0.654280569,,,,
PHF20L1,-0.298702016,0.06782238,,,,
KRBOX5,0.477995657,0.101626402,,,,
LDLRAD2,0.532472737,0.749047843,,,,
ARHGEF38,-0.68283918,0.51671878,,,,
SLC51A,-0.642689784,0.334165476,,,,
RTF2,0.340216512,0.062474082,,,,
SFRP5,0.654635578,0.547247178,,,,
CCDC39,-0.616871834,0.171141862,,,,
SRRM3,0.44799347,0.134692524,,,,
LPCAT3,0.331139907,0.088364765,,,,
SLC41A1,0.278417604,0.074994874,,,,
CCR7,-0.439345771,0.672005961,,,,
NDUFA12,0.249744731,0.072867074,,,,
,0.032627845,0.984344784,,,,
RBM24,0.409956675,0.148530498,,,,
ITM2C,-0.328666075,0.056145267,,,,
OR9H1P,0.025739665,0.980602362,,,,
LINC01145,0.769975544,0.838478846,,,,
TGM1,-0.68076513,0.315193689,,,,
KLB,0.420745633,0.722413487,,,,
REXO4,0.311213509,0.102142767,,,,
KCTD10,-0.299656888,0.060173338,,,,
HTRA4,0.506075955,0.670332054,,,,
FGF9,-1.021293602,0.126780159,,,,
AHI1,0.424216116,0.072470341,,,,
,-0.099169055,0.924919467,,,,
SPEF1,0.60187742,0.462950586,,,,
ZPLD2P,0.467510044,0.604023213,,,,
OR51L1,-0.311123329,0.799818108,,,,
TEX22,-0.66531964,0.403711456,,,,
ZNF670-ZNF695,0.483476299,0.289954036,,,,
AGAP10P,-0.548828253,0.69714243,,,,
TDRD7,0.625880076,0.117995974,,,,
,-0.683183305,0.778723621,,,,
THUMPD2,-0.388402622,0.125433062,,,,
,-0.509038655,0.20145139,,,,
HMSD,0.134648287,0.917253565,,,,
FRAT2,0.332964381,0.132570468,,,,
DPH6,0.501569519,0.152077577,,,,
RBM47,0.899076504,0.191670652,,,,
ZKSCAN4,-0.361925547,0.119460285,,,,
FGF16,-0.188029714,0.891276047,,,,
OTUD5,0.207283485,0.064312052,,,,
CLEC3B,-0.034603569,0.976402181,,,,
EID3,0.367082612,0.728799702,,,,
KIAA1549,-0.322581594,0.061894143,,,,
ARMCX5-GPRASP2,1.357970506,0.379394232,,,,
FUCA2,0.382419547,0.083862825,,,,
,-1.100082386,0.674068521,,,,
ADRB1,-0.453224027,0.720061761,,,,
INSR,0.339522821,0.06815688,,,,
LAX1,-0.488137994,0.630352014,,,,
TNIP3,-0.303753108,0.75101472,,,,
KIF25,-0.037234991,0.966096697,,,,
OR7D2,0.534949197,0.588459226,,,,
ENGASE,0.379873778,0.086953356,,,,
TMPRSS13,-0.633060939,0.6060331,,,,
SPINK1,0.132763583,0.912161718,,,,
DEF8,0.276812685,0.06787945,,,,
,-0.880191436,0.433766407,,,,
CCDC13,0.580738675,0.327877568,,,,
ACADL,0.425966448,0.387013893,,,,
RPS3AP38,0.592816391,0.575487377,,,,
SOBP,0.543929259,0.081888768,,,,
,-0.245511784,0.864924254,,,,
CATSPER2P1,0.394147437,0.575951932,,,,
TBCEL-TECTA,0.74785231,0.386149903,,,,
ESYT1,0.299358766,0.061107924,,,,
SNRPD1,0.475191757,0.071859036,,,,
ZNF618,0.278919728,0.064406512,,,,
ZNF355P,0.058996033,0.952273412,,,,
EEF1AKMT3,0.472823539,0.193212763,,,,
MBL1P,-0.534648062,0.560749382,,,,
GPR119,-0.669759557,0.609605609,,,,
ACSM6,0.132750021,0.912001287,,,,
CTAGE3P,-0.326205929,0.76103894,,,,
MFAP1,0.348459136,0.064509115,,,,
C16orf54,-0.297872122,0.741108109,,,,
HP,0.500587514,0.572874985,,,,
CORO1A,-0.45130759,0.121746973,,,,
KIFC3,-0.357518924,0.072219083,,,,
ITIH3,0.733202459,0.56671428,,,,
RDM1,0.630914627,0.397928768,,,,
NXPH3,-0.953174494,0.176086878,,,,
P2RY10,-0.255247524,0.779098108,,,,
,-0.429240219,0.434928672,,,,
RUNX3,0.444360484,0.673596773,,,,
,0.131966819,0.883486181,,,,
ANKRD34B,0.471982118,0.646146858,,,,
APTX,0.349211694,0.077031214,,,,
LHX8,-0.77277731,0.642773567,,,,
KBTBD3,0.415955123,0.208512321,,,,
MYOZ3,1.105274137,0.277923715,,,,
RPL7AP39,0.305686657,0.749276566,,,,
NPIPA8,0.668496999,0.651769261,,,,
IL18,-0.388719286,0.737623418,,,,
LRMDA,-0.527814508,0.56304892,,,,
VSTM5,0.584859371,0.576556866,,,,
RASAL1,0.050463921,0.960658791,,,,
MYCT1,-0.182118476,0.890677705,,,,
SREBF2,-0.354810148,0.056303102,,,,
,-0.240088747,0.827258251,,,,
SAMD12,-0.46049763,0.135215001,,,,
PLA2G4F,0.493008849,0.552888623,,,,
TPTE2P5,-0.202957681,0.839840281,,,,
SLC6A14,-0.30906618,0.754695439,,,,
MAPRE2,-0.288127253,0.062793343,,,,
PRAP1,0.61817317,0.701814086,,,,
CASR,-0.415552975,0.633787517,,,,
GLB1L3,-0.749200225,0.275363811,,,,
C13orf42,0.800546115,0.417878948,,,,
,0.36490474,0.823099974,,,,
ACSM2B,0.566109064,0.351423602,,,,
MRPL10,0.320923931,0.075517428,,,,
ADAM21,0.592624889,0.500248923,,,,
GSTT2B,-0.10288697,0.961169719,,,,
CHCHD4,0.413881963,0.137346687,,,,
PTPN7,0.479533063,0.636320919,,,,
C2orf80,0.799368937,0.229696781,,,,
DDHD1,-0.376655568,0.075649331,,,,
TRAF3IP3,0.134543004,0.881815367,,,,
,0.553986774,0.421750427,,,,
ADGRA3P1,-0.36547978,0.739928941,,,,
IRGM,-0.077934533,0.955485309,,,,
ASB13,0.43302766,0.112178989,,,,
CLEC17A,-0.165024266,0.885771421,,,,
PPP2R3C,0.374536585,0.082326579,,,,
TSNAX-DISC1,0.620491671,0.416714834,,,,
RPL26P30,-0.347498068,0.624541877,,,,
PITX2,-1.168876382,0.116539116,,,,
ANKRD55,0.408776807,0.576040892,,,,
COMP,1.157973234,0.521678039,,,,
FUT5,-0.44764094,0.613659341,,,,
MMP9,0.697102158,0.390021779,,,,
MCTS2,0.73496287,0.350421843,,,,
OGFOD2,0.332997076,0.120123727,,,,
LRRC40,-0.315797997,0.077874816,,,,
STPG3,-0.155899737,0.910787818,,,,
LYG1,-0.377440608,0.595171531,,,,
ITGB5,0.687779021,0.082912175,,,,
OR2AT4,0.592254988,0.26312402,,,,
NIPSNAP3B,-0.50775131,0.269942238,,,,
ITPKA,0.381992374,0.722427378,,,,
CFAP47,0.329061632,0.788625036,,,,
ANGPTL6,-0.042818399,0.966597553,,,,
APCDD1L,0.253291319,0.843648914,,,,
TMEM273,-0.522768788,0.55754612,,,,
ANGPT4,0.381971723,0.749297298,,,,
CHRNB4,-0.554860054,0.186274405,,,,
ZNF727,-0.256134719,0.777418606,,,,
GLIPR1L2,0.57749511,0.557633907,,,,
CPT1B,0.570125181,0.126934071,,,,
NOG,1.160675071,0.19209186,,,,
EGFL8,0.325298407,0.879948292,,,,
,-0.678179216,0.654533264,,,,
ABHD14A,0.422112817,0.112297486,,,,
DQX1,-0.234946817,0.856799457,,,,
SP5,-0.167063608,0.905255185,,,,
HCK,-0.087261011,0.959469108,,,,
IL34,-0.073138559,0.947509696,,,,
C16orf96,0.525255903,0.349037138,,,,
TRMT2B,0.535862019,0.167052671,,,,
PITX1,-1.247762937,0.512438645,,,,
NNAT,1.521550624,0.085102904,,,,
CEP57,0.449459468,0.068418122,,,,
STX10,0.324492246,0.102608112,,,,
PRKRIP1,-0.285367891,0.070381956,,,,
TBX1,0.342701969,0.677890529,,,,
,-0.465778337,0.481662729,,,,
OLAH,0.317609293,0.797840024,,,,
SUSD6,0.365190325,0.076522075,,,,
BSPRY,0.633864032,0.524615352,,,,
UBE2Q2P1,-0.444686513,0.412128385,,,,
,-0.434183245,0.618812733,,,,
TMEM236,0.422949436,0.578490766,,,,
P3H1,0.483442038,0.071620377,,,,
WDR74,0.376925851,0.09084697,,,,
,0.418244523,0.203143285,,,,
CDKL1,-0.435371305,0.1280627,,,,
DNAH7,0.539937951,0.27089734,,,,
PPIL2,0.248149496,0.070397301,,,,
KDM5D,-0.989631894,0.151130111,,,,
UBN2,0.5059738,0.078032845,,,,
MUC12,0.494826516,0.667505319,,,,
DDX28,0.45528761,0.145264806,,,,
SEC14L6,0.640291973,0.324466297,,,,
RXRB,-0.370697364,0.537030045,,,,
JOSD2,0.680905372,0.248957204,,,,
SSTR3,-0.458167161,0.620245057,,,,
PMPCB,0.272501888,0.067628417,,,,
NSUN6,0.348215945,0.121374771,,,,
LRRC69,0.391640337,0.674478938,,,,
RTN4RL2,-0.551505248,0.11205008,,,,
TTLL9,0.526864084,0.266005191,,,,
,-1.051976539,0.247853902,,,,
ZNF76,0.331782769,0.087116812,,,,
CASP16P,-0.055499353,0.969397478,,,,
HOXA5,-0.545666228,0.606188068,,,,
POM121B,0.500100653,0.613867352,,,,
C9orf43,-0.376575163,0.682742457,,,,
LETMD1,0.267462144,0.076486879,,,,
ADTRP,0.081567105,0.931400179,,,,
MMP21,-0.416835791,0.648225672,,,,
SEPTIN7,0.316806004,0.058358193,,,,
C3orf49,0.117051891,0.943285263,,,,
TTLL6,-0.00244829,0.998496896,,,,
,0.60912,0.78349196,,,,
SRF,0.301654108,0.072709668,,,,
FAM27B,0.488935439,0.738530957,,,,
,1.427689722,0.407724797,,,,
KIAA0319L,0.2306423,0.061403438,,,,
FXYD2,-0.512619958,0.513725632,,,,
ARTN,0.237650633,0.790256377,,,,
MAGEB17,-0.343805028,0.869261425,,,,
ICAM4,0.054350185,0.9530194,,,,
ADGRB1,-0.647542591,0.111771165,,,,
METTL27,-0.136290295,0.92591006,,,,
NINJ1,0.390214722,0.11915093,,,,
MORF4L2,0.263336917,0.057190881,,,,
HOXA4,-0.432161631,0.746920258,,,,
NLRP12,0.328022421,0.879433501,,,,
C1QTNF3-AMACR,-1.037914171,0.373562283,,,,
CIAPIN1,0.332717829,0.070356213,,,,
GAL3ST4,-0.501520829,0.120000096,,,,
SCHIP1,0.581078284,0.078425738,,,,
WDR53,0.411525876,0.170133295,,,,
TIMM23B-AGAP6,-0.518459454,0.136428139,,,,
TRPV3,0.548415602,0.378138691,,,,
DYNLT4,-0.181237118,0.853472589,,,,
DNAJC28,0.74304549,0.4649482,,,,
PKP2,0.560485488,0.112358369,,,,
RPS27P25,0.480305807,0.635858523,,,,
SETDB2,0.38607196,0.117555466,,,,
AREG,-0.343711472,0.772770482,,,,
ZNF311,-1.094862342,0.579952093,,,,
ZFP42,-1.503325207,0.327366831,,,,
MMP28,0.573604737,0.699397852,,,,
CBLN3,0.513036338,0.564782434,,,,
ZNF491,-0.530975628,0.159985379,,,,
ESPNP,-0.18858499,0.858750519,,,,
TAC4,0.359822785,0.792611498,,,,
,0.886362291,0.535682507,,,,
GUCA1B,0.515037882,0.258394117,,,,
IMPACT,0.358652498,0.075834689,,,,
DRG2,0.334800506,0.084028911,,,,
DNM1,-0.364308935,0.062026077,,,,
RHOQP1,-0.159271377,0.868904386,,,,
